Bug 1,Bug 2,Carbon,1 on 2: Effect,1 on 2: 25th Percentile,1 on 2: 75th Percentile,1 on 2: Replicates,2 on 1: Effect,2 on 1: 25th Percentile,2 on 1: 75th Percentile,2 on 1: Replicates,Class,Type,Strength
SF1,PAg3,Serine,0.300863092,-0.071846307,0.588740159,12,0.240059318,0.099410963,0.322972055,10,Commensalism,83.58644298,0.384898788
SF1,LA,Serine,-1.072207145,-1.151578868,-0.953604293,6,0,0,1.596007906,4,Amensalism,-45,1.072207145
SF1,EL,Serine,-0.88097984,-1.036001069,-0.735956368,8,0,0,0,3,Amensalism,-45,0.88097984
SF1,RP2,Serine,0,0,0,6,0,0,0,10,Neutralism,NaN,0
SF1,RP1,Serine,0,0,0,12,0,0,0,7,Neutralism,NaN,0
SF1,SF1,Serine,0,0,0.420768305,7,0,0,0.420768305,7,Neutralism,NaN,0
SF1,BI,Serine,0,0,0,8,0.698974693,0.594517046,0.804588803,8,Commensalism,45,0.698974693
SF1,KA,Serine,-0.965539731,-1.309122803,-0.770842611,7,0,0,0,16,Amensalism,-45,0.965539731
SF1,CF,Serine,-0.481519836,-1.035087103,0,8,0.407822778,0,0.584326441,13,Neutralism,-4.737099861,0.631015666
SF1,EC,Serine,0,0,0.343756923,8,0,0,0,17,Neutralism,NaN,0
SF1,EA,Serine,0,0,0,5,0.105478091,0.091245092,0.40580873,8,Commensalism,45,0.105478091
SF1,PK,Serine,0,0,0,5,0,0,0,16,Neutralism,NaN,0
SF1,PR1,Serine,-0.047036796,-0.345994788,0.123845696,8,1.976558472,1.851318633,2.066013966,10,Commensalism,43.63677125,1.977118068
SF1,PAr,Serine,-0.550853982,-0.663684182,-0.457337555,14,0.751244257,0.706683587,0.980396142,11,Parasitism,8.749062411,0.931562152
SF1,PR2,Serine,-0.229479064,-0.289145602,-0.155084905,8,0,0,0.043529751,18,Amensalism,-45,0.229479064
SF1,PH,Serine,-0.156996005,-0.211088148,-0.094658107,15,1.942749889,1.695141558,2.150050433,8,Parasitism,40.37989735,1.949083086
SF1,PP,Serine,-0.301445136,-0.413042338,-0.125677094,10,1.348943031,1.301628013,1.594838493,5,Parasitism,32.40321024,1.382214336
BI,PAl,Serine,0,0,0,7,0.866461595,0.522491476,1.458146695,6,Commensalism,45,0.866461595
BI,PAg2,Serine,1.058421801,0.897018721,1.553902924,9,0,0,0,6,Commensalism,45,1.058421801
BI,PAg1,Serine,0.902744632,0.806793308,0.933056649,6,0,0,0,17,Commensalism,45,0.902744632
BI,PAg3,Serine,0.956663213,0.660947238,1.142034223,8,0.552847587,0.172836693,0.635909538,16,Mutualism,75.02325439,1.10491853
BI,LA,Serine,0.595073166,0.360630974,0.855497777,9,0.482209822,0.203527971,0.77599738,15,Mutualism,84.01913082,0.765923224
BI,EL,Serine,0.864410984,0.519985568,1.108072359,16,0,0,0,14,Commensalism,45,0.864410984
BI,RP2,Serine,0.869516964,0.778385198,0.915357179,7,0.121209618,0,0.157537063,15,Neutralism,52.93582335,0.877924554
BI,RP1,Serine,0.644843069,0.276387952,0.890066076,18,0,0,0,10,Commensalism,45,0.644843069
BI,SF1,Serine,0.698974693,0.594517046,0.804588803,8,0,0,0,8,Commensalism,45,0.698974693
BI,BI,Serine,0.18338906,0,0.395501616,10,0.18338906,0,0.395501616,10,Neutralism,90,0.259351296
BI,KA,Serine,1.139877016,0.957514446,1.32746149,15,0,0,0.057738317,18,Commensalism,45,1.139877016
BI,CF,Serine,0.871566734,0.388442382,1.393303772,13,0.562282866,0.48232105,0.673996708,12,Mutualism,77.82769452,1.037203256
BI,EC,Serine,0,0,0.187079847,18,0,0,0,6,Neutralism,NaN,0
BI,EA,Serine,0.9119061,0.729586587,0.954785739,12,0,0,0,16,Commensalism,45,0.9119061
BI,PK,Serine,0,0,0,15,0,0,0,17,Neutralism,NaN,0
BI,PR1,Serine,0.165588683,0.077059239,0.245051931,16,2.155847789,2.040026331,2.313311756,5,Mutualism,49.39221212,2.162197794
BI,PAr,Serine,-0.308573556,-0.410643081,-0.264675952,21,2.466378144,2.323433486,2.674633514,16,Parasitism,37.86866411,2.485606322
BI,PR2,Serine,-0.165606571,-0.248347566,-0.074883459,9,2.83553391,1.942773279,2.902074902,5,Parasitism,41.65749333,2.840365837
BI,PH,Serine,-0.149831287,-0.201509934,-0.082392777,15,2.031096171,0.998134536,2.242914375,7,Parasitism,40.78100781,2.036615101
BI,PP,Serine,0.251860114,0.215516516,0.283054283,10,1.521793398,1.453845526,1.550055005,9,Mutualism,54.39739265,1.542494299
KA,PAl,Serine,0,0,0,13,0.301332285,0.034894155,0.344722689,13,Commensalism,45,0.301332285
KA,PAg2,Serine,0.271330001,0,0.730540489,14,-0.206866656,-0.356595201,-0.148033816,9,Neutralism,7.677480103,0.341194641
KA,PAg1,Serine,0.134160867,0.120195981,0.196054695,15,-0.178442271,-0.388677446,0.035413359,16,Commensalism,-8.062520118,0.223250493
KA,PAg3,Serine,0.5281612,-0.130636968,0.802684563,11,-0.102599005,-0.367521995,0.145384946,11,Neutralism,34.00680858,0.538034208
KA,LA,Serine,-1.066333006,-1.116173308,-0.851021353,15,-0.025350892,-0.204583617,0.150154146,14,Amensalism,-46.36188747,1.066634309
KA,EL,Serine,1.250635409,0.951531598,1.545377803,12,-1.010726172,-1.333790242,-0.676733699,18,Parasitism,6.055892065,1.607997612
KA,RP2,Serine,1.355077202,1.292259945,1.408983463,10,-1.639195031,-1.842700695,-1.413770709,17,Parasitism,-5.420401981,2.12678033
KA,RP1,Serine,0.496275775,0.168260669,0.66071156,10,-1.680171959,-1.865842079,-1.328411816,18,Parasitism,-28.54433435,1.751932492
KA,SF1,Serine,0,0,0,16,-0.965539731,-1.309122803,-0.770842611,7,Amensalism,-45,0.965539731
KA,BI,Serine,0,0,0.057738317,18,1.139877016,0.957514446,1.32746149,15,Commensalism,45,1.139877016
KA,KA,Serine,0.437137039,0.119576494,0.648710518,14,0.437137039,0.119576494,0.648710518,14,Mutualism,90,0.61820513
KA,CF,Serine,0.004377342,-0.368806786,0.562321951,17,0.893807694,0.778857105,1.026834375,15,Commensalism,45.28059865,0.893818413
KA,EC,Serine,0.350248199,0.201988108,0.50635199,18,-0.650721952,-0.884090368,-0.483753642,12,Parasitism,-16.70883845,0.738994493
KA,EA,Serine,1.175916339,0.868747412,1.36049153,9,0.54260409,0.391491993,0.770566109,10,Mutualism,69.77005799,1.295066961
KA,PK,Serine,0,0,0,14,0.420198166,0.292182422,0.556551342,8,Commensalism,45,0.420198166
KA,PR1,Serine,0.177219321,0.112348151,0.244352521,16,1.114310024,0.927380458,1.231400656,10,Mutualism,54.03661056,1.128314459
KA,PAr,Serine,-0.394328041,-0.454700583,-0.326660944,19,1.758855459,1.550573584,1.835201138,11,Parasitism,32.36348,1.802516887
KA,PR2,Serine,-0.453308668,-0.569040122,-0.357843173,22,1.841460831,1.598394909,1.9225581,16,Parasitism,31.17058621,1.896435272
KA,PH,Serine,-0.159836058,-0.210967647,-0.086528749,22,1.04230997,0.860954367,1.126565988,7,Parasitism,36.28172691,1.05449402
KA,PP,Serine,0.160278413,0.088796403,0.262419852,20,1.108800332,0.819557336,1.149792266,6,Mutualism,53.22520051,1.120324661
CF,PAl,Serine,0,0,0,11,0.256639083,-0.281572279,0.555810007,15,Neutralism,45,0.256639083
CF,PAg2,Serine,1.2771738,1.025167963,1.562590142,14,-0.456921702,-0.874430267,0,9,Neutralism,25.31482221,1.356447698
CF,PAg1,Serine,0.805872299,0.390625397,1.094269883,11,-0.481519836,-1.035087103,0,14,Neutralism,14.14109924,0.93877128
CF,PAg3,Serine,0.666211868,0.283919712,0.862365488,7,-0.456921702,-0.874430267,0.005489958,14,Commensalism,10.55570495,0.807846332
CF,LA,Serine,0.252880151,0.164998887,0.414050756,16,0.684260473,0.329772662,1.137712334,14,Mutualism,65.28265345,0.729493499
CF,EL,Serine,1.24138078,0.870066403,1.497349923,15,-0.456921702,-1.005965772,0,7,Neutralism,24.79258109,1.322801452
CF,RP2,Serine,0.767869395,0.715629314,0.880248659,8,-0.481519836,-1.035087103,0,11,Neutralism,12.90876775,0.906357965
CF,RP1,Serine,0.37417973,0.167806057,0.759564968,13,-0.481519836,-1.035087103,0,14,Neutralism,-7.149913298,0.609812941
CF,SF1,Serine,0.407822778,0,0.584326441,13,-0.481519836,-1.035087103,0,8,Neutralism,-4.737099861,0.631015666
CF,BI,Serine,0.562282866,0.48232105,0.673996708,12,0.871566734,0.388442382,1.393303772,13,Mutualism,77.82769452,1.037203256
CF,KA,Serine,0.893807694,0.778857105,1.026834375,15,0.004377342,-0.368806786,0.562321951,17,Commensalism,45.28059865,0.893818413
CF,CF,Serine,-0.456921702,-0.703127868,0.047837255,9,-0.456921702,-0.703127868,0.047837255,9,Neutralism,-90,0.646184869
CF,EC,Serine,0,0,0.335344428,23,NaN,NaN,NaN,2,Inconclusive,NaN,NaN
CF,EA,Serine,0.4610283,0,1.193586778,9,0.304560036,-0.114718599,0.558868668,8,Neutralism,78.4491612,0.552543129
CF,PK,Serine,0,0,0,12,-0.021562858,-0.490656179,0.374637746,8,Neutralism,-45,0.021562858
CF,PR1,Serine,-0.031703513,-0.089661222,0.016493303,8,0.540643843,0.118993643,0.991849187,4,Commensalism,41.64400194,0.541572597
CF,PAr,Serine,-0.43054972,-0.516691686,-0.384105303,12,0.598171267,0.096925544,1.200953135,16,Parasitism,9.254541032,0.737008769
CF,PR2,Serine,-0.873793067,-0.967213907,-0.759346773,13,0.880678504,-0.481519836,1.523294574,6,Amensalism,0.224856587,1.240608299
CF,PH,Serine,-0.397697609,-0.53186512,-0.202467533,5,-0.456921702,-0.874430267,0.151306682,9,Amensalism,-86.03580889,0.605756412
CF,PP,Serine,0.087835171,0.02186683,0.138927445,16,0.178087891,-0.259626226,0.637581782,9,Commensalism,71.25309037,0.198570678
EC,PAl,Serine,0,0,0,7,1.097866919,0.864007618,1.341499296,13,Commensalism,45,1.097866919
EC,PAg2,Serine,0.691793429,0.532608045,1.804792504,4,0,-0.004693147,0,11,Commensalism,45,0.691793429
EC,PAg1,Serine,0,0,0,3,0,0,0.032058409,21,Neutralism,NaN,0
EC,PAg3,Serine,0.617131145,0.22784418,0.930830529,9,0,0,0.142860875,23,Commensalism,45,0.617131145
EC,LA,Serine,-1.072207145,-1.151578868,-0.947545797,8,0,0,0,10,Amensalism,-45,1.072207145
EC,EL,Serine,0.659755897,0.205000337,0.903776075,11,0,0,0,17,Commensalism,45,0.659755897
EC,RP2,Serine,NaN,NaN,NaN,2,0,-0.004693147,0,20,Inconclusive,NaN,NaN
EC,RP1,Serine,0.562555891,0.371621975,0.676413334,14,0,0,0,12,Commensalism,45,0.562555891
EC,SF1,Serine,0,0,0,17,0,0,0.343756923,8,Neutralism,NaN,0
EC,BI,Serine,0,0,0,6,0,0,0.187079847,18,Neutralism,NaN,0
EC,KA,Serine,-0.650721952,-0.884090368,-0.483753642,12,0.350248199,0.201988108,0.50635199,18,Parasitism,-16.70883845,0.738994493
EC,CF,Serine,NaN,NaN,NaN,2,0,0,0.335344428,23,Inconclusive,NaN,NaN
EC,EC,Serine,0,-0.004693147,0,15,0,-0.004693147,0,15,Neutralism,NaN,0
EC,EA,Serine,1.008358579,0.844418513,1.155555783,4,0,-0.004693147,0,11,Commensalism,45,1.008358579
EC,PK,Serine,0,0,0,7,0,0,0,23,Neutralism,NaN,0
EC,PR1,Serine,-0.027550249,-0.121037485,0.05241657,8,2.030265565,1.842874958,2.076088247,10,Commensalism,44.22255682,2.030452482
EC,PAr,Serine,-0.101617073,-0.192613235,-0.063499706,7,1.308837718,1.219164789,1.551290464,31,Parasitism,40.56050918,1.312776523
EC,PR2,Serine,0.363145668,0.279659745,0.449410087,8,1.474261895,1.411075326,1.65611942,18,Mutualism,58.83782738,1.518328986
EC,PH,Serine,0.030866737,-0.041647182,0.150676563,12,3.634680374,3.609957011,3.674158981,9,Commensalism,45.48656032,3.634811436
EC,PP,Serine,-0.239126047,-0.31261521,-0.150592615,13,2.681079781,2.608593569,2.749254144,20,Parasitism,39.90326396,2.691722508
EA,PAl,Serine,0,0,0,10,0.706231059,0.558302703,0.829845835,8,Commensalism,45,0.706231059
EA,PAg2,Serine,0.235632464,0,0.555491442,12,0,0,0,5,Neutralism,45,0.235632464
EA,PAg1,Serine,0,0,0,9,0,0,0,4,Neutralism,NaN,0
EA,PAg3,Serine,-0.179209959,-0.78988425,0.353231577,14,0,0,0,10,Neutralism,-45,0.179209959
EA,LA,Serine,-0.221748487,-0.882365367,0.411799337,6,0,0,0,19,Neutralism,-45,0.221748487
EA,EL,Serine,0.711179252,0.395378658,0.97857211,12,0,0,1.372605323,4,Commensalism,45,0.711179252
EA,RP2,Serine,0,0,0,9,0.541046889,0.210012851,0.779325297,7,Commensalism,45,0.541046889
EA,RP1,Serine,0.967613777,0.483594814,0.972424674,15,0.460967976,0.187679441,0.653498384,8,Mutualism,70.47297435,1.071805904
EA,SF1,Serine,0.105478091,0.091245092,0.40580873,8,0,0,0,5,Commensalism,45,0.105478091
EA,BI,Serine,0,0,0,16,0.9119061,0.729586587,0.954785739,12,Commensalism,45,0.9119061
EA,KA,Serine,0.54260409,0.391491993,0.770566109,10,1.175916339,0.868747412,1.36049153,9,Mutualism,69.77005799,1.295066961
EA,CF,Serine,0.304560036,-0.114718599,0.558868668,8,0.4610283,0,1.193586778,9,Neutralism,78.4491612,0.552543129
EA,EC,Serine,0,-0.004693147,0,11,1.008358579,0.844418513,1.155555783,4,Commensalism,45,1.008358579
EA,EA,Serine,0.253762528,0,0.544864013,4,0.253762528,0,0.544864013,4,Neutralism,90,0.358874408
EA,PK,Serine,0,0,0,13,0.665139418,0.060210582,0.906043385,10,Commensalism,45,0.665139418
EA,PR1,Serine,0.033092886,-0.045771274,0.084292701,7,2.089010803,2.078466711,2.258759609,5,Commensalism,45.90757029,2.089272906
EA,PAr,Serine,-0.27395597,-0.417905456,-0.152142541,6,1.263500115,1.166774635,1.377161364,11,Parasitism,32.76631832,1.292859008
EA,PR2,Serine,0.215609478,-0.132775181,0.337055919,17,1.215005701,0.960504848,1.309521354,9,Commensalism,55.06269911,1.233987966
EA,PH,Serine,-0.320281531,-0.515809536,-0.207413739,5,2.390590126,2.376704779,2.427745659,7,Parasitism,37.36918481,2.411949712
EA,PP,Serine,-0.359709795,-0.533579325,-0.117599424,21,1.12940963,0.059816271,1.600126477,7,Parasitism,27.33365312,1.185308926
PK,PAl,Serine,0,0,0,17,0,0,0,10,Neutralism,NaN,0
PK,PAg2,Serine,0,0,0.328797816,7,0,0,0,8,Neutralism,NaN,0
PK,PAg1,Serine,0,0,0,12,0,0,0,16,Neutralism,NaN,0
PK,PAg3,Serine,0.214973453,-0.248819197,0.700270091,9,0,0,0,10,Neutralism,45,0.214973453
PK,LA,Serine,-1.072207145,-1.151578868,-0.953604293,17,0,0,0,12,Amensalism,-45,1.072207145
PK,EL,Serine,1.273088133,1.054559983,1.513940119,14,0,0,0,9,Commensalism,45,1.273088133
PK,RP2,Serine,0,0,0,7,0,0,0,17,Neutralism,NaN,0
PK,RP1,Serine,0.546774514,0,1.065303997,6,0,0,0,14,Neutralism,45,0.546774514
PK,SF1,Serine,0,0,0,16,0,0,0,5,Neutralism,NaN,0
PK,BI,Serine,0,0,0,17,0,0,0,15,Neutralism,NaN,0
PK,KA,Serine,0.420198166,0.292182422,0.556551342,8,0,0,0,14,Commensalism,45,0.420198166
PK,CF,Serine,-0.021562858,-0.490656179,0.374637746,8,0,0,0,12,Neutralism,-45,0.021562858
PK,EC,Serine,0,0,0,23,0,0,0,7,Neutralism,NaN,0
PK,EA,Serine,0.665139418,0.060210582,0.906043385,10,0,0,0,13,Commensalism,45,0.665139418
PK,PK,Serine,0,0,0,9,0,0,0,9,Neutralism,NaN,0
PK,PR1,Serine,-0.206851723,-0.254486406,-0.15858009,19,0.165963698,0,0.475919227,10,Neutralism,-6.258822525,0.265201026
PK,PAr,Serine,-0.464492817,-0.56701042,-0.393467128,10,0,0,0,14,Amensalism,-45,0.464492817
PK,PR2,Serine,-0.257574165,-0.334690593,-0.153343745,31,0,0,0,19,Amensalism,-45,0.257574165
PK,PH,Serine,0.030977274,-0.035198052,0.071918585,18,0,0,0.278250032,5,Neutralism,45,0.030977274
PK,PP,Serine,-0.050035562,-0.10874136,0.022990224,12,0,0,0,11,Neutralism,-45,0.050035562
PR1,PAl,Serine,0,0,0,5,-0.079848428,-0.243806535,0.105703393,9,Neutralism,-45,0.079848428
PR1,PAg2,Serine,2.744689348,2.638013016,2.820829058,9,0.010516993,-0.111820837,0.088326019,3,Commensalism,45.21954265,2.744709497
PR1,PAg1,Serine,1.76017369,1.633222265,2.384398789,5,-0.085414916,-0.178727452,0.012889728,10,Commensalism,42.22182065,1.762244911
PR1,PAg3,Serine,1.332447977,0.932891703,1.745332166,7,-0.007383255,-0.065192372,0.072664702,9,Commensalism,44.6825204,1.332468433
PR1,LA,Serine,1.405838161,1.220616346,1.577661259,11,0.124728042,0.030976674,0.298948261,10,Mutualism,50.07009108,1.411360343
PR1,EL,Serine,2.568423199,2.466658773,2.774812251,7,0.017532444,-0.058010747,0.079476826,15,Commensalism,45.39110356,2.568483038
PR1,RP2,Serine,2.086076843,1.965535508,2.2093014,8,-0.503230517,-0.623893966,-0.352359524,21,Parasitism,31.43748883,2.145916482
PR1,RP1,Serine,2.732958734,2.625531372,2.778021971,15,0.008894147,-0.072270338,0.07777875,8,Commensalism,45.18646286,2.732973207
PR1,SF1,Serine,1.976558472,1.851318633,2.066013966,10,-0.047036796,-0.345994788,0.123845696,8,Commensalism,43.63677125,1.977118068
PR1,BI,Serine,2.155847789,2.040026331,2.313311756,5,0.165588683,0.077059239,0.245051931,16,Mutualism,49.39221212,2.162197794
PR1,KA,Serine,1.114310024,0.927380458,1.231400656,10,0.177219321,0.112348151,0.244352521,16,Mutualism,54.03661056,1.128314459
PR1,CF,Serine,0.540643843,0.118993643,0.991849187,4,-0.031703513,-0.089661222,0.016493303,8,Commensalism,41.64400194,0.541572597
PR1,EC,Serine,2.030265565,1.842874958,2.076088247,10,-0.027550249,-0.121037485,0.05241657,8,Commensalism,44.22255682,2.030452482
PR1,EA,Serine,2.089010803,2.078466711,2.258759609,5,0.033092886,-0.045771274,0.084292701,7,Commensalism,45.90757029,2.089272906
PR1,PK,Serine,0.165963698,0,0.475919227,10,-0.206851723,-0.254486406,-0.15858009,19,Neutralism,-6.258822525,0.265201026
PR1,PR1,Serine,-1.440603513,-1.563552324,-1.358913765,12,-1.440603513,-1.563552324,-1.358913765,12,Competition,-90,2.037321027
PR1,PAr,Serine,-1.317561601,-1.41003906,-1.283847899,7,-0.983787757,-1.071178977,-0.920968222,13,Competition,-81.74770628,1.644325674
PR1,PR2,Serine,-2.093443294,-2.273048705,-2.027968018,17,-0.165304765,-0.251451538,-0.107352288,15,Competition,-49.51488404,2.09995964
PR1,PH,Serine,-1.149602103,-1.211051332,-1.056296546,12,-0.639210091,-0.901770973,-0.539758625,5,Competition,-74.07525178,1.315360991
PR1,PP,Serine,-0.514553788,-0.604230707,-0.430537351,12,-0.639998517,-0.724237738,-0.5672823,15,Competition,-83.7990087,0.821196507
PAr,PAl,Serine,0,0,0,14,-0.453474416,-0.52184395,-0.398695133,8,Amensalism,-45,0.453474416
PAr,PAg2,Serine,2.185190692,1.991250527,2.204647298,9,-0.29169822,-0.358623608,-0.228051296,13,Parasitism,37.39661159,2.20457393
PAr,PAg1,Serine,2.23807726,2.131471737,2.258320971,13,-0.441816152,-0.487045104,-0.390919161,14,Parasitism,33.83289289,2.281269676
PAr,PAg3,Serine,0.791115525,0.440104573,0.974421166,17,-0.440394568,-0.514486627,-0.363903326,12,Parasitism,15.89638855,0.905434232
PAr,LA,Serine,0.902641218,0.750290166,1.050519016,13,-0.076043546,-0.189974516,-0.018475223,11,Parasitism,40.184454,0.905838721
PAr,EL,Serine,3.20108183,3.021135402,3.396784972,13,-0.274618594,-0.353179602,-0.235371037,12,Parasitism,40.09664048,3.212839905
PAr,RP2,Serine,1.651791929,1.510919437,1.685784581,17,-0.65528267,-0.71663851,-0.594402874,16,Parasitism,23.36126854,1.777023341
PAr,RP1,Serine,1.526651014,0.839559637,1.662228341,11,-0.483191952,-0.614583254,-0.383251594,9,Parasitism,27.43718503,1.601292534
PAr,SF1,Serine,0.751244257,0.706683587,0.980396142,11,-0.550853982,-0.663684182,-0.457337555,14,Parasitism,8.749062411,0.931562152
PAr,BI,Serine,2.466378144,2.323433486,2.674633514,16,-0.308573556,-0.410643081,-0.264675952,21,Parasitism,37.86866411,2.485606322
PAr,KA,Serine,1.758855459,1.550573584,1.835201138,11,-0.394328041,-0.454700583,-0.326660944,19,Parasitism,32.36348,1.802516887
PAr,CF,Serine,0.598171267,0.096925544,1.200953135,16,-0.43054972,-0.516691686,-0.384105303,12,Parasitism,9.254541032,0.737008769
PAr,EC,Serine,1.308837718,1.219164789,1.551290464,31,-0.101617073,-0.192613235,-0.063499706,7,Parasitism,40.56050918,1.312776523
PAr,EA,Serine,1.263500115,1.166774635,1.377161364,11,-0.27395597,-0.417905456,-0.152142541,6,Parasitism,32.76631832,1.292859008
PAr,PK,Serine,0,0,0,14,-0.464492817,-0.56701042,-0.393467128,10,Amensalism,-45,0.464492817
PAr,PR1,Serine,-0.983787757,-1.071178977,-0.920968222,13,-1.317561601,-1.41003906,-1.283847899,7,Competition,-81.74770628,1.644325674
PAr,PAr,Serine,-1.933111691,-2.28507823,-1.772451836,11,-1.933111691,-2.28507823,-1.772451836,11,Competition,-90,2.733832772
PAr,PR2,Serine,-3.08361413,-3.25232649,-2.921082353,20,-0.389989952,-0.502098177,-0.302177851,11,Competition,-52.20802675,3.108177644
PAr,PH,Serine,-1.148574826,-1.22473083,-1.091850827,19,-1.168194434,-1.345483941,-1.085898132,8,Competition,-89.51480111,1.638261995
PAr,PP,Serine,-0.292660677,-0.32993446,-0.206154708,20,-1.235164385,-1.312905555,-1.147843208,9,Competition,-58.32987854,1.269362569
PR2,PAl,Serine,0,0,0,10,-0.227024016,-0.314968374,-0.135508167,12,Amensalism,-45,0.227024016
PR2,PAg2,Serine,2.087574267,1.840064294,2.29877463,4,0.202825858,0.114807498,0.283399485,6,Mutualism,50.54936161,2.097404264
PR2,PAg1,Serine,1.42796048,1.00705674,1.5908701,6,0.120094618,0.035660747,0.197597225,21,Mutualism,49.80738789,1.433001693
PR2,PAg3,Serine,0.83681017,0.449270579,1.017930887,12,-0.122591399,-0.188649491,-0.035293038,10,Parasitism,36.66554337,0.845742225
PR2,LA,Serine,1.057515326,0.919115816,1.200150282,6,-0.067807258,-0.15055201,0.009847499,8,Commensalism,41.33125075,1.059686976
PR2,EL,Serine,3.083166485,2.914455535,3.236492809,13,0.110622874,0.042483166,0.207447916,18,Mutualism,47.05486992,3.085150401
PR2,RP2,Serine,1.748290355,1.672135416,1.906102489,17,-0.371781714,-0.431189851,-0.290576585,16,Parasitism,32.99463428,1.787383789
PR2,RP1,Serine,1.753204746,1.642468689,1.932455685,8,-0.191072227,-0.255114329,-0.07582136,8,Parasitism,38.78019338,1.763585971
PR2,SF1,Serine,0,0,0.043529751,18,-0.229479064,-0.289145602,-0.155084905,8,Amensalism,-45,0.229479064
PR2,BI,Serine,2.83553391,1.942773279,2.902074902,5,-0.165606571,-0.248347566,-0.074883459,9,Parasitism,41.65749333,2.840365837
PR2,KA,Serine,1.841460831,1.598394909,1.9225581,16,-0.453308668,-0.569040122,-0.357843173,22,Parasitism,31.17058621,1.896435272
PR2,CF,Serine,0.880678504,-0.481519836,1.523294574,6,-0.873793067,-0.967213907,-0.759346773,13,Amensalism,0.224856587,1.240608299
PR2,EC,Serine,1.474261895,1.411075326,1.65611942,18,0.363145668,0.279659745,0.449410087,8,Mutualism,58.83782738,1.518328986
PR2,EA,Serine,1.215005701,0.960504848,1.309521354,9,0.215609478,-0.132775181,0.337055919,17,Commensalism,55.06269911,1.233987966
PR2,PK,Serine,0,0,0,19,-0.257574165,-0.334690593,-0.153343745,31,Amensalism,-45,0.257574165
PR2,PR1,Serine,-0.165304765,-0.251451538,-0.107352288,15,-2.093443294,-2.273048705,-2.027968018,17,Competition,-49.51488404,2.09995964
PR2,PAr,Serine,-0.389989952,-0.502098177,-0.302177851,11,-3.08361413,-3.25232649,-2.921082353,20,Competition,-52.20802675,3.108177644
PR2,PR2,Serine,-0.743358954,-0.863229658,-0.662361717,23,-0.743358954,-0.863229658,-0.662361717,23,Competition,-90,1.051268315
PR2,PH,Serine,-0.298298219,-0.41535421,-0.223414825,20,-1.820391093,-1.899131876,-1.737942704,12,Competition,-54.30606129,1.844669498
PR2,PP,Serine,0.056251207,-0.013488063,0.148086105,13,-3.668092754,-3.738517151,-3.282577942,9,Amensalism,-44.12142239,3.668524043
PH,PAl,Serine,0,0,0,4,-0.478239586,-0.538576823,-0.403948243,17,Amensalism,-45,0.478239586
PH,PAg2,Serine,2.931487354,2.856548608,3.074638607,16,-0.141717632,-0.22797306,-0.079529866,8,Parasitism,42.23229047,2.934910901
PH,PAg1,Serine,1.353146476,1.223728263,1.471904811,4,-0.2496602,-0.440509759,-0.180249367,11,Parasitism,34.54629276,1.37598532
PH,PAg3,Serine,1.452940407,0.849821041,1.822182453,5,-0.438744733,-0.502518118,-0.365845473,14,Parasitism,28.19724756,1.51773936
PH,LA,Serine,1.568943529,1.438558722,1.699270455,12,-0.014674103,-0.085005565,0.063117301,13,Commensalism,44.46413644,1.56901215
PH,EL,Serine,2.585522745,2.248762466,2.854008054,5,-0.460421185,-0.533073531,-0.375739312,12,Parasitism,34.90280433,2.626197923
PH,RP2,Serine,3.122232816,3.122232816,3.133514418,3,-0.470148504,-0.557126086,-0.395300627,18,Parasitism,36.43668865,3.157432086
PH,RP1,Serine,3.314686551,3.273853716,3.404417432,16,-0.479182471,-0.583867019,-0.378580775,12,Parasitism,36.77411259,3.349143588
PH,SF1,Serine,1.942749889,1.695141558,2.150050433,8,-0.156996005,-0.211088148,-0.094658107,15,Parasitism,40.37989735,1.949083086
PH,BI,Serine,2.031096171,0.998134536,2.242914375,7,-0.149831287,-0.201509934,-0.082392777,15,Parasitism,40.78100781,2.036615101
PH,KA,Serine,1.04230997,0.860954367,1.126565988,7,-0.159836058,-0.210967647,-0.086528749,22,Parasitism,36.28172691,1.05449402
PH,CF,Serine,-0.456921702,-0.874430267,0.151306682,9,-0.397697609,-0.53186512,-0.202467533,5,Amensalism,-86.03580889,0.605756412
PH,EC,Serine,3.634680374,3.609957011,3.674158981,9,0.030866737,-0.041647182,0.150676563,12,Commensalism,45.48656032,3.634811436
PH,EA,Serine,2.390590126,2.376704779,2.427745659,7,-0.320281531,-0.515809536,-0.207413739,5,Parasitism,37.36918481,2.411949712
PH,PK,Serine,0,0,0.278250032,5,0.030977274,-0.035198052,0.071918585,18,Neutralism,45,0.030977274
PH,PR1,Serine,-0.639210091,-0.901770973,-0.539758625,5,-1.149602103,-1.211051332,-1.056296546,12,Competition,-74.07525178,1.315360991
PH,PAr,Serine,-1.168194434,-1.345483941,-1.085898132,8,-1.148574826,-1.22473083,-1.091850827,19,Competition,-89.51480111,1.638261995
PH,PR2,Serine,-1.820391093,-1.899131876,-1.737942704,12,-0.298298219,-0.41535421,-0.223414825,20,Competition,-54.30606129,1.844669498
PH,PH,Serine,-1.471636409,-1.791166562,-1.253683325,10,-1.471636409,-1.791166562,-1.253683325,10,Competition,-90,2.081208169
PH,PP,Serine,-0.540844995,-0.917416338,-0.479340861,11,-0.695628515,-0.763925691,-0.606917551,20,Competition,-82.86474874,0.881142633
PP,PAl,Serine,0,0,0,10,0.082986115,-0.016375788,0.21270167,10,Neutralism,45,0.082986115
